time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,Core_vel_in,HX_Tin_p,HX_Tout_p,hx_j1:pressure,hx_j1:rho,hx_j1:temperature,hx_j1:velocity,hx_j2:pressure,hx_j2:rho,hx_j2:temperature,hx_j2:velocity,j1:pressure,j1:rho,j1:temperature,j1:velocity,j2:pressure,j2:rho,j2:temperature,j2:velocity,j3:pressure,j3:rho,j3:temperature,j3:velocity,j4:pressure,j4:rho,j4:temperature,j4:velocity,j5:pressure,j5:rho,j5:temperature,j5:velocity,j_c_up:pressure,j_c_up:rho,j_c_up:temperature,j_c_up:velocity,j_dn_pl:pressure,j_dn_pl:rho,j_dn_pl:temperature,j_dn_pl:velocity,j_ip_c:pressure,j_ip_c:rho,j_ip_c:temperature,j_ip_c:velocity,j_up_ps1:pressure,j_up_ps1:rho,j_up_ps1:temperature,j_up_ps1:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
1.9,173242.61489198,135942.2861151,908.18720801601,915.25878240392,0.15806809008615,908.14635673117,896.34153281765,123807.64868166,2007.2747122973,831.84936004643,1.6051376837987,125743.81107523,2007.6982022787,830.98155270768,1.6051376837984,95021.148384649,2196.4297574165,908.14989783546,4.3417247749575,104072.16014813,2196.429695671,908.15000770292,4.4273941676274,102171.78796243,2203.0616319762,896.349409295,4.3841211480818,121727.74800491,2201.6764975224,898.81406134803,4.3813885745184,115626.8371603,2200.3304240671,901.20920984507,4.3814137049153,135711.67586436,2192.4365971425,915.25516522679,0.4856759745805,173086.89261763,2196.4297000003,908.14999999948,0.48063190239712,173016.38025561,2196.4297000057,908.14999998994,0.48063190239711,126318.82145359,2196.4295871931,908.1502007241,0.48567172389228,113381.81973368,43909.58,2196.4297218663,908.14996109194,4.3417247755528
2.1,173538.77676468,136270.25551002,908.17094912346,916.00782485279,0.16707655863678,908.14647308585,894.72735700109,123768.06279421,2006.5981241166,833.2358112365,1.6055456035426,125706.12881096,2007.0316860578,832.34736463557,1.6055456035422,93161.332240776,2196.4297315945,908.14994378211,4.5866293227177,101701.26742228,2196.4297125611,908.14997764933,4.6771310857841,99680.493809443,2203.9688435336,894.73515385486,4.6341968798521,119380.97503004,2202.680798407,897.02704909782,4.6310986377691,113385.19465391,2201.5162504476,899.09919849173,4.6311224000393,136012.9442929,2192.0156356766,916.00420698111,0.51307206976547,173346.57544611,2196.4296999973,908.15000000473,0.50802573911989,173286.00674029,2196.4297000035,908.14999999376,0.50802573911988,126627.0652238,2196.4295576509,908.15025329024,0.51306710714649,111237.7752351,43909.58,2196.4297427848,908.14992387041,4.5866293228153
2.3,173807.65031775,136567.97855065,908.1559284156,916.75701119192,0.17478080597849,908.14655543561,893.1445098835,123724.66581011,2005.9216729801,834.62198159807,1.6059074169362,125664.73770765,2006.3527634185,833.73859955216,1.6059074169313,91494.74641827,2196.4296513778,908.15008651645,4.796081741517,99577.103168676,2196.4297286516,908.14994901845,4.8907163448531,97436.894340526,2204.8584884603,893.15215576462,4.8483541775427,117270.51958978,2203.6603979618,895.28398939174,4.8446576324432,111368.58373996,2202.5939905511,897.18151147491,4.8446802986375,136286.68358373,2191.594593346,916.75339262281,0.53650244861702,173582.69261972,2196.4296999961,908.15000000689,0.53145390431025,173531.01835319,2196.4296999956,908.15000000785,0.53145390431491,126907.34318876,2196.4295645935,908.1502409368,0.5364967629669,109316.49621663,43909.58,2196.4297188862,908.14996639465,4.7960817405732
2.5,174048.20771934,136834.40035348,908.14987478127,917.5063414718,0.18132356275492,908.14668681067,891.60348601384,123678.77674181,2005.2628689178,835.97198992258,1.6062287379229,125620.87088839,2005.6803737421,835.11644724977,1.6062287379226,90025.627649978,2196.4295148584,908.1503294334,4.9739514985578,97704.484237007,2196.4297117843,908.1499790315,5.072095763139,95449.617743589,2205.7246572649,891.61093013363,5.0304424699219,115403.51884391,2204.608267586,893.59738863696,5.0260109597722,109583.55362269,2203.6101394039,895.37341743073,5.0260330401277,136531.91159014,2191.173470118,917.50272220989,0.55639994770577,173794.31279139,2196.4297000017,908.14999999689,0.55134924052045,173750.47153427,2196.4296999907,908.15000001658,0.55134924052046,127158.6690548,2196.4286489239,908.15187024225,0.55639353681688,107622.64586159,43909.58,2196.429631231,908.15012236471,4.9739514963369
2.7,174261.01698014,137070.18888215,908.14993906834,918.25581574851,0.18684718713558,908.14698219481,890.11136523587,123631.59596798,2004.6357392897,837.25709161953,1.606514882499,125575.65794869,2005.0309592414,836.44721466929,1.6065148824977,88748.15196196,2196.4288429048,908.15152508043,5.1241105838647,96075.563517641,2196.429602041,908.1501743043,5.2252177249072,93713.252346768,2206.5633617942,890.11857332001,5.1843374348266,113773.98766254,2205.5201678961,891.9747902204,5.1791074174438,108024.3097528,2204.5878225506,893.63376770358,5.1791289834624,136749.22182493,2190.7522659657,918.25219579062,0.5731976926892,173981.89601304,2196.4297000245,908.14999995636,0.56814487572032,173944.86460573,2196.4296999827,908.15000003078,0.56814487571971,127381.66001487,2196.4228070084,908.16226510962,0.57319056030699,106149.35526729,43909.58,2196.4293327359,908.15065349489,5.1241105750292
2.9,174445.93507323,137275.35323741,908.15162814731,919.00543414382,0.19148850798357,908.14796952621,888.67282187463,123584.17103629,2004.0500706935,838.45723218537,1.6067705335296,125530.09468993,2004.4171913016,837.70493585747,1.6067705335296,87647.012482032,2196.4252353576,908.15794420353,5.2502835202267,94670.262899679,2196.429099977,908.15106765665,5.3538802059395,92212.653169837,2207.3719685359,888.67977128845,5.3137879135049,112366.04363772,2206.3947781404,890.41854423411,5.3077455239703,106675.11802756,2205.525721075,891.96490911914,5.307766424266,136938.44913652,2190.3309808184,919.00181349034,0.58731232325626,174145.06891272,2196.4297002452,908.14999956369,0.58225745444357,174113.88275541,2196.4296999775,908.15000003997,0.58225745444391,127576.18360479,2196.3996421345,908.20348374648,0.58730447979429,104878.85878116,43909.58,2196.4278249181,908.15333644459,5.2502834731478
3.1,174603.39663428,137450.59062983,908.15262087973,919.75519677389,0.19537511922261,908.15210333921,887.29038218312,123537.39371932,2003.511523096,839.56081332783,1.6069998229431,125485.03925104,2003.847468646,838.87240031567,1.6069998229431,86703.517931936,2196.4110292333,908.18322200489,5.3559415041405,93464.45152398,2196.426820196,908.15512420646,5.4616227708818,90926.684596849,2208.1490519004,887.29706067538,5.4222910575238,111158.3996886,2207.2317971876,888.92918649897,5.4154652507002,105515.07749312,2206.4198487253,890.37393465254,5.415485376661,137100.05694116,2189.9096146119,919.75157542375,0.59913214900506,174283.95429101,2196.4297019974,908.14999644598,0.59407528880753,174257.7295671,2196.4296999815,908.15000003291,0.59407528881015,127742.74316192,2196.3306112322,908.32631453346,0.5991236239271,103789.60647539,43909.58,2196.4212888951,908.16496637875,5.3559413072734
3.3,174736.09573124,137598.76325919,908.15265787341,920.50510373023,0.19862214617248,908.1675475514,885.96526253518,123491.98634166,2003.0223734758,840.56316910698,1.6072064141261,125441.19601552,2003.3262281825,839.94051601941,1.6072064141262,85900.931178205,2196.3677795564,908.26017872519,5.4442142322559,92436.923145884,2196.4181647566,908.17052534408,5.5516365736438,89831.587360912,2208.8939247195,885.97166420016,5.5130110246855,110128.78908699,2208.0314237614,887.50636341394,5.5054581942763,104522.92152798,2207.270393976,888.86050893953,5.5054775140556,137236.64877791,2189.4881672942,920.501481683,0.60900727850323,174400.88912904,2196.4297132048,908.14997650383,0.60394848740147,174378.84388976,2196.4296999966,908.15000000613,0.60394848741895,127883.98341836,2196.1675847545,908.61639723401,0.60899814162592,102862.42638777,43909.58,2196.3991747873,908.204315325,5.4442135947118
3.5,174846.44076962,137722.5839973,908.15227205411,921.255155078,0.2013316981586,908.21501727093,884.69842715627,123448.50425592,2002.5824618587,841.46462733864,1.6073935449148,125399.11416532,2002.8547780956,840.90660226318,1.6073935449148,85222.112947751,2196.2611756129,908.44986545742,5.5178767199528,91565.973952733,2196.3914754183,908.21801526998,5.6267508541726,88902.998606247,2209.6060444001,884.70454733075,5.5887594899129,109253.79275125,2208.7941924997,886.14912366598,5.5805540297738,103676.62512001,2208.0792851573,887.42120078781,5.5805725397834,137350.67485377,2189.0666388287,921.25153233336,0.61724811815528,174497.92727448,2196.4297724198,908.14987113907,0.61218745693161,174479.37507272,2196.4297000179,908.14999996822,0.61218745702864,128002.37475969,2195.8532377301,909.17573357626,0.61723850659562,102077.7882369,43909.58,2196.3388929668,908.31157835085,5.5178750534392
3.7,174936.1908809,137824.04701568,908.15191671206,922.00535087691,0.20359325469747,908.33613119182,883.49235180036,123407.35412987,2002.1899907019,842.26887151247,1.6075640993307,125359.2020037,2002.4322396799,841.77245967225,1.6075640993307,84649.677087074,2196.0425950808,908.83879878855,5.5793612574059,90830.228732746,2196.3233419425,908.33924921261,5.6894452164937,88117.283799199,2210.2840236484,883.49817856151,5.6520032606797,108510.6262903,2209.5205093428,884.85674494165,5.6432324146433,102954.30225383,2208.8482238931,886.05298239653,5.6432501121684,137443.87587313,2188.6450291818,922.00172743457,0.62412667815379,174576.48845879,2196.4300364169,908.14940139335,0.61906420718054,174560.83197616,2196.4297000353,908.14999993713,0.61906420763629,128099.6565222,2195.3471673456,910.07621468751,0.62411681108411,101416.27103656,43909.58,2196.2025617596,908.55416057009,5.579357639099
3.9,175007.30055821,137905.32499248,908.15173946789,922.75569118097,0.20548418999801,908.59738531001,882.35412493743,123368.81747706,2001.8420437421,842.9818775776,1.6077207106414,125321.74761304,2002.0562943195,842.54283950925,1.6077207106432,84166.753837535,2195.6629695145,909.51428912003,5.6307720488651,90209.799893743,2196.1763797526,908.60074777118,5.7418648903212,87452.473526423,2210.9238912249,882.35962415504,5.7048768988406,107878.29588423,2210.209708137,883.63041256754,5.6956378796696,102335.9069028,2209.5781634664,884.7541575331,5.6956547478044,137518.18937097,2188.2233383228,922.75206704119,0.62987820645566,174638.20960116,2196.4310464936,908.14760410393,0.62481398436191,174624.93649842,2196.4297000407,908.14999992766,0.62481398620353,128177.74784874,2194.6547899058,911.30820301453,0.62986836312191,100859.43091547,43909.58,2195.9416319612,909.01844846755,5.6307653979182
4.1,175062.21677005,137969.08510854,908.15169544567,923.50617611295,0.20707027028788,909.08097764285,881.30015116099,123333.07426563,2001.5348740146,843.61132374052,1.6078658830247,125286.94070179,2001.7236442427,843.22449950264,1.6078658830247,83757.650089408,2195.0969035261,910.52152397499,5.6738982016795,89686.695938488,2195.9044013566,909.08469509498,5.7858344691752,86888.941848645,2211.5164529743,881.30524381802,5.7491944969691,107338.37781522,2210.8584263926,882.47610962162,5.7395934991082,101804.14646194,2210.2685773633,883.52566305455,5.7396094784529,137576.07210117,2187.801566184,923.50255127411,0.63470268505496,174685.24733554,2196.4344084033,908.14162205823,0.62963676732838,174673.92711281,2196.4297000325,908.14999994214,0.62963677381633,128239.08216403,2193.8380200771,912.76153011188,0.63469314096749,100390.18174041,43909.58,2195.5129878821,909.78116035214,5.673887707672
4.3,175104.06044637,138018.65562283,908.15169974894,924.25680577636,0.20840613055386,909.85774260555,880.36149054983,123300.22095804,2001.2640832862,844.16622277422,1.6080020946929,125254.88968784,2001.4302605597,843.82569557446,1.6080020946929,83409.188691943,2194.3644316662,911.82485468646,5.710225793519,89245.297518306,2195.4676341634,909.86186091915,5.8228705416022,86409.898875733,2212.0442928444,880.36602696722,5.7864625615635,106875.56850979,2211.4582089749,881.4088808276,5.7766139271666,101345.10291713,2210.9158586992,882.37391690529,5.7766288668064,137620.67086855,2187.379712706,924.25318023846,0.63876625625546,174720.46351278,2196.4442506356,908.1241091893,0.63369869165947,174710.74474945,2196.4297000202,908.14999996404,0.6336987118397,128286.8068678,2192.9958968409,914.25997003404,0.63875720231724,99993.608095515,43909.58,2194.9021226863,910.86810909916,5.7102114295456
4.5,175136.23771796,138057.62970832,908.15170199453,925.00758024504,0.20953612672938,910.94965434973,879.58691985521,123270.2795835,2001.0248000035,844.65655736997,1.6081318299691,125225.630273,2001.1715477972,844.35584467786,1.6081318299691,83110.435267526,2193.534325414,913.30191207469,5.7409603651261,88871.980674323,2194.8537876399,910.95411451975,5.8542044223036,86001.584270302,2212.4800463519,879.59066485421,5.8179052085591,106477.63359534,2211.9928225079,880.45761119599,5.8079289410983,100948.03867305,2211.5109833958,881.31497616413,5.8079425356036,137655.42748486,2186.9577778477,925.00395400773,0.64220380180087,174747.0414183,2196.4698240608,908.07860487394,0.6371346250796,174738.64530918,2196.429700024,908.14999995733,0.63713468103304,128324.39296866,2192.2240249956,915.63340748121,0.64219528907105,99656.993604685,43909.58,2194.1404413389,912.22341398777,5.7409431611818
4.7,175161.86687468,138089.28218128,908.15169096359,925.75849957891,0.21049569415295,912.30204406535,879.03914377233,123243.19765897,2000.8119130187,845.09280119125,1.608257492795,125199.12507572,2000.9425270922,844.82514940121,1.608257492795,82853.037350387,2192.7022333584,914.78250292099,5.7670638034862,88555.015267908,2194.0936223057,912.30672187589,5.8808189671249,85653.10436279,2212.7885113142,879.04179481462,5.8445051825327,106134.95564891,2212.4367188639,879.6677600287,5.8345210953432,100604.72233844,2212.0371103801,880.37880715276,5.834532831738,137683.49337983,2186.5357615753,925.7548726419,0.64512307227308,174767.9141478,2196.5292349206,907.97289160033,0.64005229170729,174760.62460354,2196.4297000652,908.14999988407,0.64005243116001,128355.04480537,2191.5768041151,916.78504605849,0.64511501415678,99369.532379365,43909.58,2193.303071193,913.71339645366,5.7670456248259
4.9,175183.66309918,138116.44386189,908.15167352005,926.50956384982,0.21131324055225,913.78700786843,878.78075982096,123218.84544966,2000.6203589431,845.48533003466,1.6083812160408,125175.26052194,2000.7380799865,845.24409838838,1.6083812160408,82631.178772842,2191.9535377934,916.1147014352,5.789306392211,88284.245140475,2193.2590428433,913.79173871295,5.9035006614504,85355.854435578,2212.9345078175,878.78201455959,5.8670587532467,105840.36608924,2212.7568284823,879.0981699603,5.8571781811226,100308.90908525,2212.468550116,879.61112079005,5.8571873394302,137707.59880239,2186.1136638484,926.50593621277,0.64761044639798,174785.64744159,2196.6533765981,907.75199893585,0.64253802560839,174779.29798692,2196.4297001522,908.14999972926,0.64253834024653,128381.55927522,2191.0537118947,917.7158151339,0.64760267551057,99122.792584279,43909.58,2192.4839886361,915.17083872579,5.7892892623914
5.1,175203.4843243,138141.04990494,908.15165748573,927.26077314974,0.21201212950594,915.24352314856,878.85127702287,123197.01459904,2000.4454321341,845.84378661055,1.6085046072619,125153.84499865,2000.5532423073,845.62286412446,1.6085046072619,82440.513031761,2191.3316496466,917.22126397402,5.8083215831917,88051.142162908,2192.4405269626,915.24817266441,5.9228949150647,85102.714307722,2212.8957694196,878.85094409323,5.8862325949595,105587.53535969,2212.9194443442,878.80881789283,5.8765481266046,100055.29007687,2212.773067817,879.06927434705,5.8765538824516,137729.59491339,2185.6914846155,927.25714481221,0.6497369649903,174801.97799424,2196.8878148565,907.33484900983,0.64466280183305,174796.44000786,2196.429700267,908.14999952492,0.64466344844569,128405.84478806,2190.613738639,918.49868569575,0.64972931101838,98910.238461742,43909.58,2191.7601951725,916.45872745101,5.8083069036962
5.3,175221.83870511,138163.66232792,908.15164588146,928.01212757752,0.21261216246136,916.53676040803,879.24327765152,123177.42807666,2000.2830505029,846.17653585467,1.6086285492119,125134.6179619,2000.3835005189,845.97069565803,1.6086285492119,82276.856756254,2190.8288323691,918.11595663868,5.8246469018261,87848.586373438,2191.713811673,916.54126036833,5.939548035121,84887.280489177,2212.6763378145,879.24139178914,5.9026018511024,105370.53509218,2212.9017962101,878.84022026672,5.8931799430222,99838.408906063,2212.9189357276,878.80972290457,5.8931815908528,137749.97150539,2185.2692238211,928.00849853902,0.65156283826594,174817.31098109,2197.2894625744,906.62017335518,0.64648674840802,174812.48709317,2196.4297003605,908.14999935847,0.64648796535542,128428.43069636,2190.2047113546,919.22649225163,0.65155518665703,98726.411465527,43909.58,2191.164552349,917.51859012626,5.8246350008595
5.5,175238.31441385,138183.91400632,908.15163814613,928.76362721391,0.213130392433,917.60520913439,879.8905834785,123159.76318957,2000.1299080373,846.49035238257,1.6087531612182,125117.27189092,2000.2250228588,846.29544496151,1.6087531612182,82135.818547681,2190.401727142,918.87593035233,5.8387461505372,87670.955005269,2191.1134308461,917.60955365456,5.9539307918095,84703.400766679,2212.3132458194,879.88746295477,5.9166669979285,105183.56735541,2212.7045968276,879.19110884776,5.9075461637024,99652.627159723,2212.8860616917,878.86821763039,5.9075434131412,137768.29845687,2184.8468814196,928.75999747405,0.65313991987595,174831.14399771,2197.9155497586,905.50613921953,0.64806163623106,174826.9648186,2196.4297003739,908.14999933467,0.64806374403123,128448.90764427,2189.7886925329,919.96673926536,0.65313222917312,98566.605558283,43909.58,2190.6813836575,918.37832089414,5.8387363774453
5.7,175252.01984449,138200.96301242,908.15163268392,929.51527207683,0.21358121647431,918.47125539198,880.6785812264,123143.68453789,1999.9834790643,846.79041175357,1.6088779704511,125101.48420604,2000.0747662294,846.60334789064,1.6088779704512,82012.885688193,2189.9991665504,919.59223033743,5.8510115312569,87514.089343995,2190.6267836702,918.47547389642,5.9664415917643,84545.185730602,2211.8707744873,880.67477849235,5.9288492687046,105021.00094084,2212.3593528871,879.80542190914,5.9200453957292,99492.30740827,2212.6775471067,879.23924002371,5.9200386215926,137783.68013458,2184.4244574008,929.51164163553,0.65451198762134,174842.50545155,2198.8054405277,903.92270368738,0.64943118606014,174838.9281905,2196.4297003268,908.14999941848,0.64943456172265,128466.389273,2189.3518839711,920.74397869908,0.65450427007505,98426.687470127,43909.58,2190.2644373538,919.1202182317,5.8510027708622
5.9,175262.02686247,138213.93622367,908.15162786448,930.267061982,0.21397621554426,919.21342676868,881.47646246082,123128.87682946,1999.8418941941,847.0805446842,1.6090022346427,125086.94946269,1999.9304395712,846.8990992393,1.6090022346427,81904.030334291,2189.585438674,920.32840093599,5.8617587411083,87375.070935807,2190.2097327674,919.21755735332,5.9774019964052,84407.388554843,2211.4223937759,881.47260893976,5.9394817577626,104877.8639459,2211.9249185226,880.57843679249,5.9309980114517,99352.182778846,2212.325970524,879.8648211317,5.9309883122005,137795.19993623,2184.0019518678,930.26343084014,0.65571425623828,174850.40254974,2199.9605672256,901.86731810399,0.65063061004775,174847.40584283,2196.4297005792,908.14999896937,0.65063563271339,128479.96450103,2188.8994685604,921.54898832664,0.65570654362659,98303.176065766,43909.58,2189.8641534993,919.83246708309,5.8617500044026
