run,case,item_id,answerable,response_answerable,question_type,required_claim_count,recovered_claim_count,recovered_claims,CoP,exact_answer,required_evidence_count,retrieved_required_evidence_count,retrieved_required_evidence,all_required_evidence_retrieved,citation_count,supported_citation_count,CiP,CiH,generated_claim_count,unsupported_claim_count,HR,abstention_correct,failure_class,EvidenceRecallAt10,target_citation_count,noise_citation_count,retrieved_target_chunks,retrieved_noise_chunks,retrieved_noise_fraction,requested_model,resolved_model,input_tokens,output_tokens,latency_seconds,raw_log,error
1,MSRE_INPUT_K10,msre_param_11,True,True,direct,1,1,"{""secondary_outlet_pressure"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,8819,187,2.840907999998308,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_01\MSRE_INPUT_K10\msre_param_11.json,
1,MSRE_INPUT_K10,msre_param_12,True,True,direct,1,1,"{""global_initial_pressure"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,8539,167,2.5611741000029724,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_01\MSRE_INPUT_K10\msre_param_12.json,
1,MSRE_INPUT_K10,msre_param_13,True,False,direct,1,0,"{""core_area"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 4}]",True,0,0,0.0,0.0,0,0,0.0,,generation,1.0,0,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,7041,49,1.487205500001437,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_01\MSRE_INPUT_K10\msre_param_13.json,
1,MSRE_INPUT_K10,msre_param_14,True,False,direct,1,0,"{""downcomer_hydraulic_diameter"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 4}]",True,0,0,0.0,0.0,0,0,0.0,,generation,1.0,0,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8189,49,2.2702182000066387,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_01\MSRE_INPUT_K10\msre_param_14.json,
1,MSRE_INPUT_K10,msre_param_15,True,False,direct,1,0,"{""core_length"": false}",0.0,False,1,0,[],False,0,0,0.0,0.0,0,0,0.0,,retrieval_and_generation,0.0,0,0,1,9,0.9,gpt-5.6-sol,gpt-5.6-sol,7557,53,1.8457573000050616,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_01\MSRE_INPUT_K10\msre_param_15.json,
2,MSRE_INPUT_K10,msre_param_01,True,True,direct,5,5,"{""melting_temperature"": true, ""density_correlation"": true, ""viscosity_correlation"": true, ""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,5,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9657,696,8.559165700004087,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_01.json,
2,MSRE_INPUT_K10,msre_param_02,True,True,direct,1,0,"{""density_correlation"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,2,0,0.0,,generation,1.0,1,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8890,311,3.8215330000093672,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_02.json,
2,MSRE_INPUT_K10,msre_param_03,True,True,direct,2,2,"{""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,2,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9544,302,5.450566100000287,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_03.json,
2,MSRE_INPUT_K10,msre_param_04,True,True,direct,5,5,"{""melting_temperature"": true, ""density_correlation"": true, ""viscosity_correlation"": true, ""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,5,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9816,673,6.462229700002354,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_04.json,
2,MSRE_INPUT_K10,msre_param_05,True,True,direct,1,0,"{""viscosity_correlation"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,1,0,0.0,,generation,1.0,1,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8276,250,4.1654319999943255,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_05.json,
2,MSRE_INPUT_K10,msre_param_06,True,True,direct,2,2,"{""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,2,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9923,275,3.810784800007241,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_06.json,
2,MSRE_INPUT_K10,msre_param_07,True,True,direct,1,0,"{""solid_material"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,1,0,0.0,,generation,1.0,1,0,1,9,0.9,gpt-5.6-sol,gpt-5.6-sol,9724,153,2.6997914999956265,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_07.json,
2,MSRE_INPUT_K10,msre_param_08,True,True,direct,1,1,"{""hastelloy_density"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,8894,167,2.6369599000026938,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_08.json,
2,MSRE_INPUT_K10,msre_param_09,True,True,direct,3,3,"{""enthalpy_at_750"": true, ""enthalpy_at_1200"": true, ""interpolation"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,3,0,0.0,,none,1.0,1,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8817,404,4.850422799994703,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_09.json,
2,MSRE_INPUT_K10,msre_param_10,True,True,direct,1,1,"{""secondary_inlet_velocity"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,6619,175,3.5323367999953916,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_10.json,
2,MSRE_INPUT_K10,msre_param_11,True,True,direct,1,1,"{""secondary_outlet_pressure"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,8819,194,3.4649219999992056,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_11.json,
2,MSRE_INPUT_K10,msre_param_12,True,True,direct,1,1,"{""global_initial_pressure"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,8539,167,3.284759900008794,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_12.json,
2,MSRE_INPUT_K10,msre_param_13,True,False,direct,1,0,"{""core_area"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 4}]",True,0,0,0.0,0.0,0,0,0.0,,generation,1.0,0,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,7041,52,9.66730909999751,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_13.json,
2,MSRE_INPUT_K10,msre_param_14,True,False,direct,1,0,"{""downcomer_hydraulic_diameter"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 4}]",True,0,0,0.0,0.0,0,0,0.0,,generation,1.0,0,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8189,49,3.390326199994888,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_14.json,
2,MSRE_INPUT_K10,msre_param_15,True,False,direct,1,0,"{""core_length"": false}",0.0,False,1,0,[],False,1,0,0.0,0.0,0,0,0.0,,retrieval_and_generation,0.0,1,0,1,9,0.9,gpt-5.6-sol,gpt-5.6-sol,7557,71,2.1565962999884505,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_02\MSRE_INPUT_K10\msre_param_15.json,
3,MSRE_INPUT_K10,msre_param_01,True,True,direct,5,5,"{""melting_temperature"": true, ""density_correlation"": true, ""viscosity_correlation"": true, ""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,5,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9657,696,7.191679099996691,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_01.json,
3,MSRE_INPUT_K10,msre_param_02,True,True,direct,1,0,"{""density_correlation"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,2,0,0.0,,generation,1.0,1,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8890,305,4.538796799999545,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_02.json,
3,MSRE_INPUT_K10,msre_param_03,True,True,direct,2,2,"{""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,2,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9544,281,3.7598032999958377,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_03.json,
3,MSRE_INPUT_K10,msre_param_04,True,True,direct,5,5,"{""melting_temperature"": true, ""density_correlation"": true, ""viscosity_correlation"": true, ""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,5,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9816,673,8.396505299999262,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_04.json,
3,MSRE_INPUT_K10,msre_param_05,True,True,direct,1,0,"{""viscosity_correlation"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,2,0,0.0,,generation,1.0,1,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8276,327,5.183077600013348,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_05.json,
3,MSRE_INPUT_K10,msre_param_06,True,True,direct,2,2,"{""thermal_conductivity"": true, ""specific_heat"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,2,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,9923,275,4.6301669999957085,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_06.json,
3,MSRE_INPUT_K10,msre_param_07,True,True,direct,1,0,"{""solid_material"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 1}]",True,1,1,1.0,1.0,1,0,0.0,,generation,1.0,1,0,1,9,0.9,gpt-5.6-sol,gpt-5.6-sol,9724,153,3.725424899996142,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_07.json,
3,MSRE_INPUT_K10,msre_param_08,True,True,direct,1,1,"{""hastelloy_density"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,2,8,0.8,gpt-5.6-sol,gpt-5.6-sol,8894,158,3.6901921999960905,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_08.json,
3,MSRE_INPUT_K10,msre_param_09,True,True,direct,3,3,"{""enthalpy_at_750"": true, ""enthalpy_at_1200"": true, ""interpolation"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 2}]",True,1,1,1.0,1.0,3,0,0.0,,none,1.0,1,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8817,404,5.4784478999936255,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_09.json,
3,MSRE_INPUT_K10,msre_param_10,True,True,direct,1,1,"{""secondary_inlet_velocity"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,6619,186,3.1266456000012113,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_10.json,
3,MSRE_INPUT_K10,msre_param_11,True,True,direct,1,1,"{""secondary_outlet_pressure"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,8819,187,3.698709800009965,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_11.json,
3,MSRE_INPUT_K10,msre_param_12,True,True,direct,1,1,"{""global_initial_pressure"": true}",1.0,True,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 5}]",True,1,1,1.0,1.0,1,0,0.0,,none,1.0,1,0,4,6,0.6,gpt-5.6-sol,gpt-5.6-sol,8539,163,2.9128868999978295,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_12.json,
3,MSRE_INPUT_K10,msre_param_13,True,False,direct,1,0,"{""core_area"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 4}]",True,0,0,0.0,0.0,0,0,0.0,,generation,1.0,0,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,7041,49,2.45006000000285,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_13.json,
3,MSRE_INPUT_K10,msre_param_14,True,False,direct,1,0,"{""downcomer_hydraulic_diameter"": false}",0.0,False,1,1,"[{""source"": ""msre_case.pdf"", ""page"": 4}]",True,0,0,0.0,0.0,0,0,0.0,,generation,1.0,0,0,3,7,0.7,gpt-5.6-sol,gpt-5.6-sol,8189,49,3.0812241999956314,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_14.json,
3,MSRE_INPUT_K10,msre_param_15,True,False,direct,1,0,"{""core_length"": false}",0.0,False,1,0,[],False,0,0,0.0,0.0,0,0,0.0,,retrieval_and_generation,0.0,0,0,1,9,0.9,gpt-5.6-sol,gpt-5.6-sol,7557,53,2.2372371000092244,<AUTOSAM_ROOT>\evaluation_runs_gpt56sol_noise\20260814T190240Z_msre_input_k10\raw\run_03\MSRE_INPUT_K10\msre_param_15.json,
