time,HX_Tin_primary,HX_Tin_secondary,HX_Tout_primary,HX_Tout_secondary,primary_mdot,J_core_to_upper_plenum:pressure,J_core_to_upper_plenum:rho,J_core_to_upper_plenum:temperature,J_core_to_upper_plenum:velocity,J_downcomer_to_inlet_plenum:pressure,J_downcomer_to_inlet_plenum:rho,J_downcomer_to_inlet_plenum:temperature,J_downcomer_to_inlet_plenum:velocity,J_inlet_plenum_to_core:pressure,J_inlet_plenum_to_core:rho,J_inlet_plenum_to_core:temperature,J_inlet_plenum_to_core:velocity,J_pipe1_to_pipe2:pressure,J_pipe1_to_pipe2:rho,J_pipe1_to_pipe2:temperature,J_pipe1_to_pipe2:velocity,J_pipe3_to_HX:pressure,J_pipe3_to_HX:rho,J_pipe3_to_HX:temperature,J_pipe3_to_HX:velocity,J_pipe4_to_pipe5:pressure,J_pipe4_to_pipe5:rho,J_pipe4_to_pipe5:temperature,J_pipe4_to_pipe5:velocity,J_pipe5_to_downcomer:pressure,J_pipe5_to_downcomer:rho,J_pipe5_to_downcomer:temperature,J_pipe5_to_downcomer:velocity,J_upper_plenum_to_pipe1:pressure,J_upper_plenum_to_pipe1:rho,J_upper_plenum_to_pipe1:temperature,J_upper_plenum_to_pipe1:velocity,Pump:pressure,Pump:pump_head,Pump:rho,Pump:temperature,Pump:velocity,T_H:pressure,T_H:rho,T_H:temperature,T_H:velocity
2,902.34972538898,824.8166999999,874.46682231376,750.12504956,132.84346059256,134089.33813938,2038.407478975,916.17886303388,0.56883406269198,168885.93668098,2042.8949600315,908.19402129634,0.56299851483047,168808.2483314,2042.9181771414,908.15270971289,0.56299848170176,88850.469319772,2042.8699747598,908.23847907515,5.0851118815383,98164.595312129,2042.9250649122,908.14045389287,5.1854483713074,114014.19152964,2059.20834265,879.16665008889,5.1320739679948,108107.54006766,2056.4623808603,884.05270309559,5.1321474764688,125347.34259387,2042.948538136,908.09868659067,0.56882802786611,108038.55566721,43909.58,2042.8952897983,908.19343452261,5.0851112211758,96155.54351021,2061.7537508301,874.63745403888,5.1320131649573
2.2,902.69189146779,824.81669999986,871.37819946,750.16238426129,140.61495976739,134425.84049845,2037.9581614349,916.97836043621,0.60177338340778,169183.95119549,2042.8538152938,908.26723257325,0.59593495857433,169115.32760596,2042.9171109249,908.15460689512,0.59593486813714,86310.164574361,2042.891481834,908.20021025977,5.3795691060749,94912.392333314,2042.9027580507,908.18014581733,5.4857162427982,110885.57246159,2061.4029053616,875.26173423201,5.4322899860438,105091.72407951,2059.2632663221,879.06892113506,5.432352614306,125690.65427721,2043.0533018293,907.91227432516,0.60176625862026,105106.65839145,43909.58,2042.8796224192,908.22131242136,5.3795690578772,92865.283523127,2063.4778550772,871.56965288761,5.4322359208316
2.4,903.00638673612,824.8166999997,868.69468862762,750.1949797697,147.45499088566,134738.46653926,2037.5018798754,917.79024933201,0.6307644171279,169460.94582086,2042.8561701562,908.26304242676,0.62492311280792,169400.66399024,2042.9181522274,908.15275404382,0.62492302315869,83956.495838552,2042.9664598463,908.06679742646,5.6387285963341,91897.475276459,2042.8910573015,908.20096565574,5.7499912917546,107979.19532219,2063.2838292542,871.91489456557,5.6965143103543,102289.84363148,2061.560147308,874.9819442918,5.6965676993916,126009.92111299,2043.1286008564,907.77829029103,0.63075612832598,102389.11952581,43909.58,2042.9104406136,908.16647577643,5.6387297484454,89811.030817233,2064.97490155,868.90586912808,5.6964669179186
2.6,903.24496484084,824.81669999974,866.36748684598,750.22430479872,153.44335346382,135025.1014454,2037.0424531113,918.60773467736,0.6561454216013,169714.98987035,2042.8967428715,908.19084898315,0.65030124635671,169662.27822283,2042.9208120989,908.14802117634,0.65030121331183,81806.647299489,2043.0580536953,907.90381904752,5.8656138972891,89140.858354878,2042.9187749751,908.15164595179,5.9813555707887,105316.71836958,2064.8821982929,869.07082154292,5.9278319677885,99722.236175254,2063.4796262829,871.56650127596,5.9278778321103,126303.00138343,2043.1073841563,907.8160424265,0.6561359863784,99905.487717942,43909.58,2042.9875700041,908.02923486816,5.8656159344325,87015.502247324,2066.2705276144,866.60048467197,5.9277907618182
2.8,903.38770409233,824.81670000007,864.34638282168,750.25098360042,158.66313749223,135283.80940358,2036.5844137988,919.42275124762,0.6782692421763,169944.21339186,2042.9401183266,908.11366845809,0.67242226950147,169898.27984318,2042.9227567162,908.14456100318,0.67242229966649,79865.084071352,2043.0974940521,907.8336404767,6.0633799487933,86648.39951049,2042.9868549076,908.03050728193,6.1830241641024,102904.6675886,2066.2398010915,866.65515820015,6.1294614044433,97394.646273178,2065.094908287,868.69233400881,6.1295007783226,126567.92570176,2042.9343750558,908.12388780103,0.67825880289833,97661.37624761,43909.58,2043.0650505281,907.89136916708,6.0633815169131,84485.708262422,2067.3916927149,864.60552897704,6.1294256267903
3,903.48917274168,824.81670000028,862.58504962702,750.27543982196,163.1973861823,135514.1531886,2036.1299555962,920.2313957363,0.6974884365311,170148.12799138,2042.9580434522,908.0817732167,0.69163879705783,170108.19273896,2042.9222181843,908.14551924508,0.69163885436026,78127.771959405,2043.0116411944,907.98640356868,6.2351799062532,84416.028207213,2043.0506864259,907.91692806775,6.3582107093639,100739.02066641,2067.3981971788,864.59395519794,6.3046165970004,95302.81824339,2066.4544266303,866.27326222375,6.3046503710209,126804.21503313,2042.5826599076,908.74971546692,0.69747724657482,95653.027330012,43909.58,2043.0682223193,907.88572541044,6.2351791227419,82217.47093032,2068.3637565902,862.87587795343,6.3045854672247
3.2,903.67355948433,824.81670000004,861.04208512294,750.29815758276,167.12630147739,135717.1220288,2035.6783865389,921.03489939695,0.71414277456181,170327.57366455,2042.9489235615,908.09800078032,0.70829060917276,170292.89926353,2042.9197502651,908.14991056039,0.70829065360219,76584.812519913,2042.7499667511,908.4520164571,6.3840528683372,82432.661721928,2043.0347826499,907.94522660162,6.5100139713953,98808.308587431,2068.3924657751,862.8247939945,6.4563940990478,93435.576083436,2067.6039978631,864.22776180945,6.4564231858464,127012.8135793,2042.0594426398,909.6807070466,0.71413115061529,93869.985921716,43909.58,2042.9255985035,908.13950444215,6.3840480876866,80198.562641663,2069.2097871348,861.37048552534,6.4563669207424
3.4,904.03676985186,824.81670000004,859.6790360684,750.31924649386,170.52498605784,135894.86034008,2035.2275870345,921.83703374639,0.7285498106201,170484.47896129,2042.9286094169,908.13414694508,0.7226952349983,170454.39034262,2042.9175450191,908.15383448558,0.72269524988706,75222.716087889,2042.299476682,909.25360021004,6.5128390004227,80682.474791665,2042.8666969847,908.24431141521,6.6413314103934,97096.560406032,2069.2515900756,861.29610306838,6.5876880647637,91777.711000354,2068.5846084438,862.48290312498,6.5877132837268,127195.82639607,2041.3999176645,910.8542390312,0.72853807190812,92297.36477145,43909.58,2042.595761044,908.72640383626,6.5128294037654,78411.746056105,2069.9514985032,860.05071440711,6.5876642093132
3.6,904.73715803584,824.8167,858.46742277951,750.3389185402,173.46569047673,136043.96977539,2034.7757950234,922.64093412205,0.74101509708387,170615.39123665,2042.9128032811,908.1622717418,0.73515819911406,170589.2306327,2042.9173868253,908.15411596913,0.73515819078155,74013.537366761,2041.6842441037,910.34832010022,6.6242704528287,79128.966416211,2042.5065241908,908.88518827264,6.7549512086695,95580.348441983,2069.9996558675,859.96502514683,6.7012835888679,90304.343027053,2069.4289453937,860.98052421051,6.7013056131445,127349.79926267,2040.6546357105,912.18036350447,0.74100351292008,90902.826279957,43909.58,2042.0783522625,909.64706003118,6.6242562391059,76835.0470621,2070.6051033614,858.88771643873,6.7012625283642
3.8,905.78365325684,824.8167000001,857.35265665379,750.357423582,176.00850426814,136176.28871448,2034.3224711702,923.44756019541,0.75179319450364,170731.58644283,2042.9136855724,908.1607018285,0.74593404128391,170708.85391726,2042.9194577831,908.15043099092,0.74593403476054,72957.175564186,2040.9534467888,911.64867119431,6.7206227279677,77774.515045183,2041.9580564171,909.86110957818,6.853195836278,94245.389833168,2070.6598772569,858.79025399126,6.7995009963287,89006.134083492,2070.1636505239,859.67321970838,6.7995204290775,127486.61539095,2039.8760533082,913.56574144452,0.75178195229989,89686.521555721,43909.58,2041.408793222,910.83844622425,6.7206049256957,75447.969326052,2071.199633136,857.82983427762,6.7994820570253
4,907.10505570953,824.81669999999,856.33287831209,750.37502551024,178.20580737282,136294.23276707,2033.8680945764,924.2560594726,0.76110635890289,170835.29144669,2042.9596140582,908.07897854417,0.75524496763102,170815.54582112,2042.9229503435,908.14421647059,0.75524503891918,72036.885208442,2040.1651047789,913.05141498419,6.8038819117476,76596.410619183,2041.2616811905,911.10021140478,6.9380919121214,93074.060291695,2071.252745404,857.7353284626,6.8843658102677,87865.892126037,2070.8122416879,858.51914290408,6.8843832130756,127608.69450173,2039.1081735448,914.93207554314,0.76109555453998,88628.314120137,43909.58,2040.6430470021,912.20098398195,6.8038619783711,74232.14557561,2071.7388254742,856.87041730563,6.8843485734573
4.2,908.59381318224,824.81669999998,855.35945192911,750.39180572771,180.10328905625,136399.75919686,2033.4134598219,925.06501811043,0.76914832149599,170928.22995754,2043.1278552754,907.77961694774,0.76328456872037,170911.11149651,2042.9275655362,908.13600438406,0.76328493593734,71237.740165568,2039.3719095675,914.46279436384,6.8757787745669,75574.797141311,2040.4771325957,912.49620534568,7.0114047524896,92048.751903974,2071.7965542299,856.76769709983,6.9576429729593,86866.929598215,2071.3958831987,857.48063487784,6.9576588644468,127718.02208903,2038.3809239952,916.22611388761,0.76913796888751,87710.398082388,43909.58,2039.8404608677,913.6290731892,6.8757581779289,73168.627809488,2072.2509201455,855.95921682287,6.9576268609823
4.4,910.13765468461,824.81669999997,854.4358780994,750.40760112761,181.74121930045,136494.4954152,2032.9590980957,925.87349093288,0.77608939757052,171011.82165906,2043.5657775795,907.00039576593,0.77022288792031,170997.05892747,2042.9342205502,908.124162722,0.77022404069243,70545.26736528,2038.6124965333,915.81406310793,6.9378347548803,74689.998096687,2039.6652425256,913.94084959864,7.0746854124507,91153.253668932,2072.3062176345,855.86082271449,7.0208836230245,85993.51854719,2071.9328439211,856.52518875246,7.0208984499465,127816.26083136,2037.7090774168,917.42157043266,0.77607945045202,86915.415631248,43909.58,2039.0506081399,915.03450508911,6.9378146705342,72240.460389378,2072.7351032981,855.09768096427,7.0208683395069
4.6,911.64324022307,824.81670000002,853.5621731176,750.42510955089,183.15620027677,136577.81935346,2032.5050961694,926.68132354199,0.7820842545789,171085.29448945,2044.4760321007,905.38072579945,0.77621421450491,171072.69919215,2042.9440848525,908.10661058283,0.77621701911578,69942.364299554,2037.908542966,917.06664952666,6.9914316255838,73918.81897852,2038.8747760461,915.34737358341,7.1293420629643,90370.87212579,2072.7890262156,855.00173271241,7.0754966096632,85228.656019151,2072.4364880255,855.62902486573,7.0755106596823,127902.82073321,2037.0944911921,918.51514022759,0.78207463262516,86223.108321485,43909.58,2038.3065003238,916.35854034914,6.9914127951177,71431.223295637,2073.1924904472,854.28382482702,7.0754820684897
4.8,913.04941904466,824.81670000003,852.73295600594,750.44254218824,184.37858139301,136653.47703066,2032.0512413941,927.48889431652,0.78726173040246,171152.09300968,2046.0572286992,902.5672087202,0.78138700610192,171141.60077274,2042.9565486265,908.08443304898,0.78139271005299,69422.499705556,2037.2663361047,918.20936636182,7.0377205810222,73253.425302392,2038.1363860929,916.66123471015,7.176547630083,89689.365997651,2073.2469199541,854.1869751706,7.1226564240169,84561.888524356,2072.9137330623,854.77983440876,7.1226698088622,127981.50791717,2036.5301244737,919.51935147028,0.78725234339816,85625.9854193,43909.58,2037.62366859,917.57354343422,7.0377033114622,70726.491861208,2073.6273632144,853.51002986754,7.1226425806636
5,914.32887792952,824.81670000002,851.94668225882,750.45892416074,185.43474217514,136720.38813531,2031.5972714331,928.2966700478,0.79173510581713,171211.02367828,2048.4184688279,898.36571382943,0.78585431761786,171202.62382118,2042.9677214656,908.06455255226,0.78586440029313,68972.429491333,2036.6808775148,919.25110762493,7.0777140697237,72676.653250629,2037.4626799738,917.86000004665,7.2173336898729,89095.439429395,2073.6815585681,853.41359685384,7.1633971929468,83979.834706158,2073.3669411966,853.97341424095,7.1634099438995,128051.27443858,2036.0044105377,920.45478552003,0.79172587148087,85108.812077198,43909.58,2037.0031879319,918.67760154458,7.0776983231408,70113.050210868,2074.0419725965,852.77229075362,7.1633839919781
5.2,915.48178979388,824.81669999998,851.22245555892,750.47433942623,186.34771929971,136778.23954942,2031.1430469297,929.1048987016,0.79560463061851,171261.6913994,2051.5085039012,892.86743078076,0.78971648473206,171255.38597276,2042.9708458852,908.05899308679,0.78973234999761,68581.244966972,2036.1407660684,920.21216002069,7.1123083099316,72174.673348299,2036.8520857053,918.94646671654,7.2526135568185,88577.445898128,2074.0923899642,852.6825801348,7.1986356603807,83471.003613145,2073.7964611264,853.20914390315,7.1986477643833,128111.83763932,2035.5049631324,921.34348197077,0.79559548468895,84659.17772258,43909.58,2036.4365352393,919.6858803572,7.1122938312888,69579.081614647,2074.4271265963,852.08696335182,7.1986232225707
5.4,916.5261793374,824.81670000004,850.5319472519,750.48898912465,187.13640394901,136828.36230182,2030.6885850785,929.91354968241,0.79895321980296,171305.32850166,2055.0985077683,886.47952354392,0.79305690099249,171301.10110836,2042.9586652272,908.08066685551,0.79307948476707,68243.031497668,2035.632581631,921.11640279187,7.1422447177629,71740.936577282,2036.2942056557,919.93913584402,7.2831429756032,88126.00747795,2074.4805690157,851.99187007874,7.2291312677517,83027.087234772,2074.2024412852,852.48675927904,7.2291427281263,128164.56441687,2035.0210792109,922.20448538984,0.7989441190883,84270.703238519,43909.58,2035.9105946506,920.6217177036,7.1422311604174,69113.896171418,2074.79967123,851.42407254453,7.2291194208597
5.6,917.48822855463,824.81670000002,849.87404401862,750.50265767511,187.81724504908,136870.49147927,2030.2339899717,930.7224377728,0.8018525216446,171341.6922409,2058.8326093712,879.83521464196,0.79594799146766,171339.44871411,2042.9263626409,908.13814476702,0.79597745836332,67949.572572294,2035.1440440395,921.98568676245,7.168164055798,71365.182754524,2035.7749498196,920.86307861284,7.3095752927085,87732.19905809,2074.8518867724,851.33116232669,7.2555401399924,82639.225770733,2074.587245753,851.80205382022,7.2555510574316,128209.20674001,2034.5449430486,923.05170276044,0.80184344186256,83934.125994503,43909.58,2035.4117247283,921.50938660452,7.1681510791129,68708.437943271,2075.1613005306,850.78060403806,7.2555286981889
5.8,918.39456811676,824.81670000004,849.25936407285,750.51497711323,188.40481157488,136905.42335071,2029.7793526433,931.53140099051,0.80436456469729,171371.60235236,2062.3269857967,873.61746299512,0.79845257221929,171371.16379104,2042.8733854707,908.23241019452,0.79848829664509,67694.862384252,2034.6657381757,922.83676481192,7.1906210814642,71039.871294944,2035.2804717741,921.74293278636,7.3324763148817,87388.60019979,2075.2102372068,850.69352810182,7.2784285658757,82300.222842841,2074.9553266662,851.14710557608,7.2784390697993,128246.57509056,2034.0717661475,923.89365454179,0.80435549555467,83642.623420667,43909.58,2034.9283953994,922.36940320399,7.1906084103325,68354.980271951,2075.5069477671,850.16557336823,7.2784175227003
6,919.26747554761,824.81669999996,848.69226746504,750.52578857379,188.91211178226,136933.98219135,2029.324686912,932.34041474732,0.80654301601431,171395.8952071,2065.2758504194,868.37037291923,0.80062479075223,171397.01508553,2042.8036189455,908.35654991911,0.80066565588802,67473.690542136,2034.1915800705,923.68046250792,7.2100957506135,70758.403206474,2034.7995491643,922.59866696747,7.3523356501526,87088.477022212,2075.5541481392,850.08158694101,7.2982835347255,82003.581279108,2075.3094783682,850.51694240531,7.2982936569592,128277.50440025,2033.5992550564,924.7344216078,0.80653395565976,83390.237982814,43909.58,2034.4523784029,923.21640853578,7.2100831984272,68046.704756263,2075.8347565081,849.5822837935,7.2982729794316
6.2,920.12281645036,824.81670000017,848.17309155855,750.53514051453,189.35076751509,136956.89097954,2028.8699643763,933.14952957953,0.80843400738382,171415.27453371,2067.5227501777,864.3723306447,0.80251083589514,171417.67537458,2042.7251175279,908.4962321567,0.80255565003822,67281.546962826,2033.7184154888,924.52239236864,7.2270005892083,70515.073063452,2034.3245043635,923.44394241363,7.3695741564532,86826.010924005,2075.8808019348,849.5003524292,7.3155209737015,81743.467717848,2075.6488487427,849.91308052905,7.3155306523616,128302.72645322,2033.1268031406,925.57508337975,0.80842495776595,83171.803555115,43909.58,2033.9787927426,924.05908764664,7.2269880533818,67777.734046644,2076.1449185327,849.03039407,7.3155109667833
6.4,920.97007261676,824.81669999999,847.70267535244,750.54310830295,189.73158213148,136975.35625575,2028.4153510279,933.95845012837,0.81007799272068,171430.90905237,2069.0751429458,861.61006593275,0.80415093512637,171434.31876711,2042.6514838822,908.62725287857,0.80419870631584,67114.698326583,2033.2451911676,925.36442852737,7.2416973069491,70304.762656836,2033.8510352848,924.2864140839,7.3845608392966,86596.447508006,2076.1891010987,848.9517774045,7.3305049816545,81515.199871293,2075.9710719145,849.33972968955,7.3305141512876,128323.45325466,2032.6547038481,926.41511770799,0.81006895681581,82982.856873699,43909.58,2033.5054489623,924.90133636606,7.2416847488933,67542.829710148,2076.4371308396,848.51044334583,7.3304955402081
6.6,921.81363650159,824.81669999998,847.28351460209,750.54972658902,190.06512141985,136990.36867073,2027.9618132539,934.76545684362,0.81151055059894,171443.73023735,2070.0665181568,859.8460531018,0.80558038213598,171447.91208855,2042.6060703739,908.70805983283,0.80563036148074,66969.779391989,2032.7720631726,926.20629328718,7.2545039981267,70122.883112405,2033.3774277756,925.12913207181,7.3976201761875,86395.183799002,2076.4787208567,848.43643975685,7.3435573812304,81314.481228119,2076.274660772,848.79953599283,7.343566011585,128340.68065716,2032.1835500453,927.25346967023,0.81150153224396,82819.381990745,43909.58,2033.031925287,925.74390518326,7.2544914186356,67337.350597678,2076.7099400067,848.02501778161,7.3435485275594
6.8,922.65457921041,824.81669999992,846.91842713462,750.55501857897,190.36233411998,137003.73237275,2027.5122674478,935.56536041309,0.81276266688456,171455.48329685,2070.6898471205,858.73692683192,0.80682993898082,171460.24756856,2042.6278985717,908.66921962331,0.80688153634003,66844.859053401,2032.2996690168,927.0468522832,7.265697706627,69966.498465315,2032.9035785359,925.97228018522,7.4090347332093,86219.337058989,2076.7488052281,847.95586258342,7.354960802057,81138.506829611,2076.5589907536,848.29361075865,7.3549688742345,128356.21789576,2031.7138659129,928.0892065607,0.81275367394906,82678.904258733,43909.58,2032.5586960656,926.58595006123,7.2656851242005,67158.32956458,2076.9621014653,847.5763319122,7.354952573423
7,923.4923277383,824.81669999998,846.60894272001,750.55903170807,190.63601183231,137010.40315192,2027.0732810324,936.34647503134,0.81386517745626,171461.14275785,2071.1316080765,857.9508753088,0.8079302660562,171466.32561169,2042.7760146453,908.40566789098,0.80798297470647,66730.029568001,2031.8286501212,927.88496419719,7.2755541869508,69823.552812033,2032.43012612,926.81472220644,7.4190857224623,86060.096560908,2076.9981179823,847.51224558315,7.3649979895268,80977.928601725,2076.8233236436,847.82326753817,7.3650054748154,128365.01643486,2031.2459401019,928.92181476531,0.81385622897167,82550.482036819,43909.58,2032.0864829427,927.42618693473,7.2755416225723,66997.612421837,2077.1926092209,847.16617576352,7.3649904251869
7.2,924.32585678655,824.81670000001,846.35451090596,750.56187331476,190.89808850002,137018.86639384,2026.6569560631,937.08726679172,0.81483771301259,171469.10696358,2071.5279103067,857.24571119812,0.80890082957197,171474.59440225,2043.1284127701,907.77862496423,0.80895419627084,66633.76382335,2031.3594175826,928.71989753978,7.2842491200192,69704.271076204,2031.9578416315,927.65508606486,7.4279522845431,85921.520737719,2077.2255654189,847.10753484181,7.3738495693781,80838.242832556,2077.0665796768,847.39042762138,7.3738564333744,128375.57905014,2030.7798014775,929.75124292264,0.81482885046506,82443.268194283,43909.58,2031.6158761681,928.26356553722,7.2842365890845,66857.54784666,2077.4006406287,846.79601311618,7.3738427011389
